"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-01","2012","01","01","","8.1","","-1.2","","3.5","","14.5","","0.0","","3.7","","0.0","T","3.7","","0","","32","E","57","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-02","2012","01","02","","10.7","","-0.7","","5.0","","13.0","","0.0","","15.5","","0.0","T","15.5","","0","","17","E","69","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-03","2012","01","03","","4.1","","-7.2","","-1.6","","19.6","","0.0","","0.0","","0.0","T","0.0","T","0","","1","E","35","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-04","2012","01","04","","-7.2","","-11.9","","-9.6","","27.6","","0.0","","0.0","","0.5","","0.5","","0","","34","E","50","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-05","2012","01","05","","0.2","","-10.4","","-5.1","","23.1","","0.0","","0.0","","4.8","","4.8","","0","T","26","E","33","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-06","2012","01","06","","-5.5","","-10.3","","-7.9","","25.9","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-07","2012","01","07","","3.7","","-6.4","","-1.4","","19.4","","0.0","","0.0","T","0.0","T","0.0","T","4","","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-08","2012","01","08","","3.8","","-3.4","","0.2","","17.8","","0.0","","0.0","","0.3","","0.3","","0","","31","E","33","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-09","2012","01","09","","-2.8","","-11.0","","-6.9","","24.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","28","E","32","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-10","2012","01","10","","2.8","","-11.7","","-4.5","","22.5","","0.0","","0.0","","0.4","","0.4","","0","T","25","E","35","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-11","2012","01","11","","-0.2","","-13.4","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","33","E","50","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-12","2012","01","12","","0.5","","-13.3","","-6.4","","24.4","","0.0","","0.0","T","12.0","","12.0","","0","T","11","E","69","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-13","2012","01","13","","10.6","","0.4","","5.5","","12.5","","0.0","","9.2","","0.0","T","9.2","","7","","22","E","80","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-14","2012","01","14","","2.0","","-8.1","","-3.1","","21.1","","0.0","","0.0","","0.4","","0.2","","0","T","22","E","74","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-15","2012","01","15","","-7.9","","-16.1","","-12.0","","30.0","","0.0","","0.0","","0.2","","0.2","","0","T","32","E","33","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-16","2012","01","16","","-4.7","","-16.8","","-10.8","","28.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-17","2012","01","17","","3.1","","-4.7","","-0.8","","18.8","","0.0","","0.8","","0.5","","1.3","","0","T","21","E","48","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-18","2012","01","18","","8.2","","-8.2","","0.0","","18.0","","0.0","","2.1","","0.0","","2.1","","0","","25","E","59","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-19","2012","01","19","","-6.9","","-12.9","","-9.9","","27.9","","0.0","","0.0","","0.0","","0.0","","0","","34","E","48","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-20","2012","01","20","","0.0","","-11.7","","-5.9","","23.9","","0.0","","0.0","","12.6","","12.6","","0","","27","E","44","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-21","2012","01","21","","-5.3","","-13.3","","-9.3","","27.3","","0.0","","0.0","","0.4","","0.4","","12","","25","E","44","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-22","2012","01","22","","-9.0","","-15.9","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","11","","34","E","37","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-23","2012","01","23","","1.8","","-14.7","","-6.5","","24.5","","0.0","","0.0","T","0.0","","0.0","T","10","","20","E","32","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-24","2012","01","24","","10.4","","1.7","","6.1","","11.9","","0.0","","33.3","","0.0","","33.3","","7","","14","E","50","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-25","2012","01","25","","4.8","","-1.9","","1.5","","16.5","","0.0","","0.0","T","0.0","","0.0","T","0","","30","E","37","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-26","2012","01","26","","-0.8","","-8.0","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","0","","31","E","44","E"
"-63.50","44.88","HALIFAX STANFIELD INT'L A","8202250","2012-01-27","2012","01","27","","3.6","","-7.5","","-2.0","","20.0","","0.0","","15.6","","0.3","","15.9","","0","","11","E","80","E"
